Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Label
0.2771910663563863,-0.5380942852792892,0.6491409484517953,0.03712121202754494,-0.22442990153110057,-1.621210321250488,-1.7339597132144815,1.338280644301942,0.775180930371397,0.12362699269681185,-0.06954571248093507,2
-1.1934357959024997,-0.6941707056768723,-0.44152379777802864,1.0205425928479148,-0.05040332431532842,1.046874349206589,0.06868518429134284,-0.4458514694112714,-1.029291413011434,-0.7532860653378437,-1.4109565963582935,2
-0.9325024721982927,-0.8480048279372442,-1.5553631681628877,1.4622872210121247,-0.07222895408433892,-1.4925966811070561,-0.05105291397312119,-0.2553543563074958,0.48743464003629444,1.0271091129840393,0.1728676906841185,2
-1.1354027250908074,-0.43480345500240786,0.9465615163583175,0.3664219101324411,-1.5950829306405734,-1.6168002847949534,-1.127855256512431,-0.3771245794552572,-0.31942586441236315,0.36647497832706444,0.3531497818055407,2
1.7032505822384263,1.4187793993237041,-0.637991438666563,1.0004198757407754,-0.7107463528207603,-1.041225338742069,-1.6520215905704552,0.6470940086433126,0.6537763048911504,1.552537886894737,1.0851225404452909,2
0.47279358291722207,0.08329601893644818,0.8697152975501808,-0.9737691829386549,-0.48544316576001467,-0.6321497156878343,-1.7290445678917343,-1.3009889649413782,-0.7015660880183499,1.1870151124136326,-1.6365646738688184,2
-1.0177050492840554,-0.30912099542215565,-0.689005696346582,0.2204981527433835,-0.6665673344122695,0.9436113147951594,-0.166486796986151,0.18085318705326817,0.8484871784592324,1.6625399300516217,0.5031535611211756,2
0.9480265424983318,-1.1352301489654295,-1.2486865999869317,0.154613771458739,-0.6619525102648881,-0.7229750283266526,-1.2231925642648844,-1.7516867527664326,-0.43931933892687264,-0.07858562947654728,1.1986879342787196,1
-1.4383759957546924,0.40611935008801775,-1.1149373011762524,-0.8429803390570749,0.1190787839936659,-0.06557806702922982,1.367246783575191,1.4827007541947148,-1.4983462679654833,1.493908554147107,0.7085138174551977,2
-1.377870682664928,1.040697321108611,1.2317245863052302,1.2098582828541384,-0.933902023991132,-1.6243655200322364,1.2621348414925144,0.8142286890923202,0.7356286196988622,0.11344860014223919,-0.03308419462632928,2
-0.015200016402884613,0.5415690162228551,0.9126913236964628,0.21119817454793827,-0.5463292551497623,-1.4799007617970528,1.4996630783315026,-0.07261311452321317,1.180627981841694,0.22128469622668318,0.9346416957181148,1
0.7508207310768626,-0.02482325726121758,-1.3013161965259639,0.40510283015653226,0.6785619193756847,-0.42492156973067957,0.7897600397615809,0.5133044297695384,1.2098032487561143,1.6502297155848842,1.5475538200477688,0
-0.18595405685884484,-1.4859221379914593,0.8130523546899006,0.3168178312379995,-0.7461019449175014,1.3693078043757307,0.6752893350768264,0.28867732458996886,-1.3723641508000186,1.1333440708411617,1.6898892836316097,1
-0.416740382273445,-1.2696668472353854,-0.15525030419754743,-0.8470373065766298,0.5070343550875623,0.36478801548263706,-0.5843983589511899,-0.8441311479033996,1.521583964835758,-0.8211591717677906,1.2947097040046016,1
-0.15645664613899024,0.7054526435282242,-0.7318165813254689,-1.0320447108074196,-0.20289234827503824,-1.191526793945534,-0.8111927810900496,-0.753649704871608,1.076726776034567,0.8415823619790059,1.737246298159647,1
0.34693991669912544,0.9409714895263459,-0.07874321908584848,-0.3292746927279767,-0.40285349492734107,-1.0073725603102823,0.7035632498760612,1.4413579977914774,-0.8222850838691953,0.8982050835577086,-0.5618770058702257,1
-0.3302720484179386,-1.4088510898544737,1.3240807768825231,-1.1076523169191153,0.8405023097917729,-0.7912214062982887,1.164355633660165,-0.5477362379081177,-0.9781975359907401,0.6391668564374807,0.5381704688470057,1
